continent,country,income,life_exp,population,year,alpha_2,alpha_3
americas,Cuba,1052.0,34.5,572000.0,1817,CU,CUB
africa,Ghana,705.0,28.0,2016034.0,1817,GH,GHA
africa,Djibouti,794.0,29.9,22848.0,1817,DJ,DJI
africa,Botswana,398.0,33.6,121000.0,1817,BW,BWA
europe,Sweden,1449.0,40.29,2496869.0,1817,SE,SWE
africa,Guinea,451.0,29.68,983959.0,1817,GN,GIN
europe,Poland,1294.0,35.9,10282970.0,1817,PL,POL
europe,Estonia,957.0,40.17,334136.0,1817,EE,EST
asia,Bhutan,631.0,28.8,89989.0,1817,BT,BTN
americas,Argentina,1511.0,33.2,534000.0,1817,AR,ARG
africa,Madagascar,574.0,30.5,1661239.0,1817,MG,MDG
africa,Ethiopia,524.0,29.7,2948990.0,1817,ET,ETH
americas,Guyana,1217.0,31.12,166034.0,1817,GY,GUY
africa,Benin,598.0,31.0,636559.0,1817,BJ,BEN
asia,Cambodia,906.0,35.0,2090000.0,1817,KH,KHM
africa,Eritrea,533.0,30.2,205010.0,1817,ER,ERI
americas,Dominican Republic,669.0,29.9,89000.0,1817,DO,DOM
americas,Honduras,676.0,33.9,134198.0,1817,HN,HND
africa,Niger,447.0,30.8,1244861.0,1817,NE,NER
africa,Gambia,821.0,28.8,103274.0,1817,GM,GMB
asia,Myanmar,842.0,30.8,3506000.0,1817,MM,MMR
asia,Yemen,920.0,23.39,2593000.0,1817,YE,YEM
asia,United Arab Emirates,1063.0,30.7,40153.0,1817,AE,ARE
americas,Paraguay,837.0,35.5,143000.0,1817,PY,PRY
asia,Bahrain,1329.0,30.3,64474.0,1817,BH,BHR
asia,New Zealand,660.0,34.05,100000.0,1817,NZ,NZL
asia,Mongolia,594.0,31.8,619000.0,1817,MN,MNG
europe,Bulgaria,1092.0,36.55,2156628.0,1817,BG,BGR
africa,Cameroon,628.0,28.75,1860054.0,1817,CM,CMR
asia,Pakistan,1019.0,25.8,13570564.0,1817,PK,PAK
africa,Mauritius,942.0,28.7,90066.0,1817,MU,MUS
africa,Egypt,793.0,33.0,4201390.0,1817,EG,EGY
africa,Burundi,425.0,31.5,899097.0,1817,BI,BDI
americas,Guatemala,859.0,25.8,572277.0,1817,GT,GTM
asia,Kuwait,1169.0,26.0,81280.0,1817,KW,KWT
americas,Haiti,635.0,29.0,723000.0,1817,HT,HTI
asia,Fiji,787.0,26.1,134197.0,1817,FJ,FJI
europe,Malta,783.0,28.7,134072.0,1817,MT,MLT
africa,Seychelles,847.0,37.0,12522.0,1817,SC,SYC
americas,Peru,1207.0,35.7,1316572.0,1817,PE,PER
africa,Libya,1052.0,33.1,537016.0,1817,LY,LBY
asia,India,1050.0,25.44,174315792.0,1817,IN,IND
asia,Indonesia,997.0,30.0,16840557.0,1817,ID,IDN
americas,Grenada,961.0,31.4,29409.0,1817,GD,GRD
europe,Ireland,1451.0,38.3,4890384.0,1817,IE,IRL
europe,Italy,2316.0,29.69,19966893.0,1817,IT,ITA
americas,Jamaica,1173.0,34.2,401000.0,1817,JM,JAM
africa,Algeria,732.0,28.82,2660278.0,1817,DZ,DZA
asia,Japan,1075.0,36.41,30893118.0,1817,JP,JPN
africa,Liberia,799.0,31.1,313543.0,1817,LR,LBR
asia,Jordan,979.0,31.7,217000.0,1817,JO,JOR
asia,Kazakhstan,1163.0,26.2,2041282.0,1817,KZ,KAZ
africa,Kenya,900.0,25.5,2574000.0,1817,KE,KEN
asia,Kiribati,559.0,24.9,17876.0,1817,KI,KIR
americas,Panama,849.0,32.9,78842.0,1817,PA,PAN
europe,Belgium,2418.0,40.14,3387904.0,1817,BE,BEL
americas,United States,2252.0,39.41,9422669.0,1817,US,USA
europe,Latvia,766.0,33.0,590588.0,1817,LV,LVA
asia,Lebanon,1097.0,29.7,332000.0,1817,LB,LBN
africa,Lesotho,397.0,32.8,276361.0,1817,LS,LSO
europe,Turkey,1224.0,35.0,10028336.0,1817,TR,TUR
europe,Lithuania,1296.0,28.9,778655.0,1817,LT,LTU
europe,Ukraine,779.0,36.6,11215490.0,1817,UA,UKR
africa,Malawi,351.0,30.3,737000.0,1817,MW,MWI
asia,Sri Lanka,900.0,32.6,1213000.0,1817,LK,LKA
europe,Hungary,1252.0,36.0,4041949.0,1817,HU,HUN
africa,Mali,604.0,26.41,1403398.0,1817,ML,MLI
africa,Mauritania,529.0,32.0,382696.0,1817,MR,MRT
americas,Mexico,1383.0,26.9,6524553.0,1817,MX,MEX
americas,Antigua and Barbuda,759.0,33.54,37000.0,1817,AG,ATG
africa,Guinea-Bissau,779.0,32.0,218167.0,1817,GW,GNB
europe,Montenegro,1060.0,35.4,126582.0,1817,ME,MNE
africa,Morocco,717.0,33.1,2660278.0,1817,MA,MAR
africa,Mozambique,394.0,30.28,2078542.0,1817,MZ,MOZ
africa,Namibia,542.0,32.4,229000.0,1817,NA,NAM
europe,Spain,1522.0,29.5,12102635.0,1817,ES,ESP
asia,Nepal,656.0,32.8,3881000.0,1817,NP,NPL
asia,Oman,918.0,32.3,318000.0,1817,OM,OMN
asia,Australia,847.0,34.05,336498.0,1817,AU,AUS
europe,Norway,1313.0,48.87,954062.0,1817,NO,NOR
africa,Senegal,498.0,25.2,1009886.0,1817,SN,SEN
americas,Aruba,835.0,34.42,19286.0,1817,AW,ABW
asia,Papua New Guinea,548.0,31.5,754894.0,1817,PG,PNG
americas,Colombia,965.0,32.0,1206000.0,1817,CO,COL
africa,Zimbabwe,888.0,33.7,1085814.0,1818,ZW,ZWE
asia,Vanuatu,587.0,24.3,27791.0,1818,VU,VUT
americas,Uruguay,1763.0,32.9,55000.0,1818,UY,URY
europe,United Kingdom,3295.0,39.85,15719754.0,1818,GB,GBR
asia,Turkmenistan,963.0,24.0,367215.0,1818,TM,TKM
africa,Tunisia,718.0,5.5,873694.0,1818,TN,TUN
americas,Trinidad and Tobago,1233.0,32.9,60000.0,1818,TT,TTO
asia,Tonga,664.0,28.2,18592.0,1818,TO,TON
asia,Thailand,934.0,30.4,4665000.0,1818,TH,THA
asia,Tajikistan,560.0,24.24,466629.0,1818,TJ,TJK
africa,Togo,684.0,31.3,445985.0,1818,TG,TGO
europe,Switzerland,2708.0,38.0,1969394.0,1818,CH,CHE
americas,Suriname,1641.0,32.9,80721.0,1818,SR,SUR
africa,Sudan,520.0,31.4,4090287.0,1818,SD,SDN
africa,South Sudan,509.0,26.67,1052106.0,1818,SS,SSD
africa,South Africa,1484.0,33.5,1538720.0,1818,ZA,ZAF
europe,Slovenia,1412.0,36.6,469664.0,1818,SI,SVN
africa,Zambia,693.0,32.6,747000.0,1818,ZM,ZMB
asia,Singapore,1024.0,29.1,30000.0,1818,SG,SGP
africa,Sierra Leone,736.0,25.1,794264.0,1818,SL,SLE
europe,Serbia,1361.0,35.5,2147197.0,1818,RS,SRB
africa,Sao Tome and Principe,879.0,31.0,22731.0,1818,ST,STP
europe,Romania,818.0,35.7,6289865.0,1818,RO,ROU
asia,Qatar,1174.0,30.8,14092.0,1818,QA,QAT
americas,Puerto Rico,1379.0,30.43,236825.0,1818,PR,PRI
europe,Luxembourg,1457.0,36.9,127030.0,1818,LU,LUX
europe,Greece,1415.0,36.6,2295389.0,1818,GR,GRC
americas,Ecuador,531.0,32.9,500000.0,1818,EC,ECU
asia,Samoa,1404.0,25.4,47155.0,1818,WS,WSM
europe,Germany,1860.0,38.37,24695432.0,1818,DE,DEU
asia,Uzbekistan,504.0,26.93,1919159.0,1818,UZ,UZB
asia,Solomon Islands,364.0,25.1,56998.0,1818,SB,SLB
europe,Finland,1286.0,37.17,1148291.0,1818,FI,FIN
americas,Canada,1472.0,39.03,797099.0,1818,CA,CAN
europe,France,1868.0,38.53,31055133.0,1818,FR,FRA
asia,Pakistan,1019.0,25.8,13597323.0,1818,PK,PAK
europe,Denmark,2081.0,46.38,1145400.0,1818,DK,DNK
africa,Equatorial Guinea,364.0,29.8,80377.0,1818,GQ,GNQ
europe,Iceland,929.0,43.48,61428.0,1818,IS,ISL
europe,Bosnia and Herzegovina,670.0,35.1,851806.0,1818,BA,BIH
africa,Somalia,706.0,29.4,999145.0,1818,SO,SOM
americas,Costa Rica,777.0,30.21,61864.0,1818,CR,CRI
europe,Cyprus,856.0,38.5,184748.0,1818,CY,CYP
africa,Rwanda,441.0,31.8,928368.0,1818,RW,RWA
africa,Comoros,709.0,32.1,56346.0,1818,KM,COM
asia,China,985.0,32.0,374605552.0,1818,CN,CHN
africa,Malawi,351.0,30.3,737000.0,1818,MW,MWI
americas,Chile,1029.0,32.0,771447.0,1818,CL,CHL
asia,Philippines,965.0,30.9,1894389.0,1818,PH,PHL
europe,Albania,669.0,35.4,434269.0,1818,AL,ALB
europe,Belarus,614.0,36.2,2355081.0,1818,BY,BLR
africa,Uganda,465.0,25.3,2101397.0,1818,UG,UGA
americas,Bahamas,1449.0,35.18,27350.0,1818,BS,BHS
asia,Maldives,845.0,32.65,42378.0,1818,MV,MDV
asia,Malaysia,1000.0,30.6,287000.0,1818,MY,MYS
americas,Barbados,916.0,32.12,81729.0,1818,BB,BRB
americas,Belize,580.0,26.5,25526.0,1818,BZ,BLZ
africa,Chad,419.0,30.9,1432000.0,1818,TD,TCD
americas,Nicaragua,976.0,25.4,219387.0,1818,NI,NIC
africa,Guinea,451.0,29.69,983959.0,1818,GN,GIN
africa,Central African Republic,425.0,30.0,479444.0,1818,CF,CAF
africa,Angola,668.0,26.98,1567028.0,1818,AO,AGO
asia,Afghanistan,604.0,28.03,3280000.0,1818,AF,AFG
europe,Austria,1987.0,34.4,3352291.0,1818,AT,AUT
europe,Azerbaijan,778.0,29.17,879960.0,1818,AZ,AZE
americas,El Salvador,977.0,28.7,248000.0,1818,SV,SLV
asia,Saudi Arabia,856.0,32.1,2091000.0,1818,SA,SAU
americas,Brazil,1112.0,32.0,4411686.0,1818,BR,BRA
asia,Bangladesh,875.0,25.5,19921359.0,1818,BD,BGD
europe,Armenia,515.0,34.0,413326.0,1818,AM,ARM
americas,Cuba,1065.0,34.6,582795.0,1818,CU,CUB
europe,Georgia,544.0,31.87,1072178.0,1818,GE,GEO
asia,Timor-Leste,540.0,28.95,137262.0,1818,TL,TLS
africa,Gabon,391.0,30.6,158227.0,1818,GA,GAB
europe,Portugal,1689.0,35.6,3269646.0,1818,PT,PRT
europe,Sweden,1462.0,40.02,2522986.0,1818,SE,SWE
africa,Botswana,398.0,33.6,121000.0,1818,BW,BWA
asia,Iraq,972.0,31.2,1091381.0,1818,IQ,IRQ
asia,Israel,882.0,32.0,209954.0,1818,IL,ISR
europe,Poland,1299.0,35.9,10330427.0,1818,PL,POL
asia,Bhutan,631.0,28.8,89989.0,1818,BT,BTN
europe,Estonia,958.0,41.24,334136.0,1818,EE,EST
europe,Netherlands,3831.0,39.86,2325031.0,1818,NL,NLD
africa,Ethiopia,524.0,29.7,2948990.0,1818,ET,ETH
americas,Argentina,1511.0,33.2,534000.0,1818,AR,ARG
africa,Madagascar,574.0,30.5,1668461.0,1818,MG,MDG
asia,Australia,849.0,34.05,335664.0,1818,AU,AUS
europe,Greenland,394.0,33.87,9584.0,1818,GL,GRL
americas,Guyana,1217.0,31.12,166034.0,1818,GY,GUY
africa,Egypt,793.0,33.0,4198925.0,1818,EG,EGY
africa,Benin,598.0,31.0,636559.0,1818,BJ,BEN
asia,Cambodia,906.0,35.0,2090000.0,1818,KH,KHM
africa,Eritrea,533.0,30.2,205010.0,1818,ER,ERI
americas,Dominican Republic,669.0,29.9,89000.0,1818,DO,DOM
americas,Honduras,676.0,33.9,134465.0,1818,HN,HND
africa,Burundi,425.0,31.5,899097.0,1818,BI,BDI
africa,Niger,447.0,30.8,1244861.0,1818,NE,NER
africa,Gambia,822.0,28.8,103274.0,1818,GM,GMB
asia,United Arab Emirates,1067.0,30.7,40153.0,1818,AE,ARE
asia,Yemen,923.0,23.39,2593000.0,1818,YE,YEM
asia,Myanmar,842.0,30.8,3506000.0,1818,MM,MMR
africa,Nigeria,879.0,30.4,12100855.0,1818,NG,NGA
americas,Paraguay,837.0,35.5,143000.0,1818,PY,PRY
americas,Grenada,961.0,31.4,29409.0,1818,GD,GRD
asia,Bahrain,1334.0,30.3,64474.0,1818,BH,BHR
asia,New Zealand,660.0,34.05,100000.0,1818,NZ,NZL
asia,Mongolia,594.0,31.8,619000.0,1818,MN,MNG
europe,Bulgaria,1092.0,36.59,2166705.0,1818,BG,BGR
africa,Burkina Faso,481.0,29.2,1665421.0,1818,BF,BFA
africa,Cameroon,628.0,28.75,1860054.0,1818,CM,CMR
americas,Guatemala,859.0,25.8,579753.0,1818,GT,GTM
africa,Ghana,706.0,28.0,2016034.0,1818,GH,GHA
europe,Ireland,1451.0,38.3,4943870.0,1818,IE,IRL
americas,Haiti,635.0,29.0,723000.0,1818,HT,HTI
europe,Malta,784.0,28.7,134072.0,1818,MT,MLT
asia,Fiji,787.0,26.1,134415.0,1818,FJ,FJI
europe,Hungary,1253.0,36.0,4076339.0,1818,HU,HUN
africa,Seychelles,850.0,37.0,12522.0,1818,SC,SYC
americas,Peru,1207.0,35.7,1316715.0,1818,PE,PER
asia,India,1050.0,25.44,174659517.0,1818,IN,IND
africa,Djibouti,796.0,29.9,22848.0,1818,DJ,DJI
asia,Indonesia,997.0,30.0,16884638.0,1818,ID,IDN
europe,Italy,2495.0,29.69,20036353.0,1818,IT,ITA
americas,Jamaica,1173.0,34.2,401000.0,1818,JM,JAM
africa,Algeria,733.0,28.82,2669818.0,1818,DZ,DZA
africa,Liberia,799.0,31.1,313543.0,1818,LR,LBR
asia,Japan,1076.0,36.41,30928705.0,1818,JP,JPN
asia,Jordan,979.0,31.7,217000.0,1818,JO,JOR
asia,Kazakhstan,1164.0,26.2,2041282.0,1818,KZ,KAZ
africa,Kenya,903.0,25.5,2574000.0,1818,KE,KEN
asia,Kiribati,560.0,24.9,17876.0,1818,KI,KIR
asia,Kuwait,1174.0,26.0,81280.0,1818,KW,KWT
europe,Belgium,2419.0,40.14,3403200.0,1818,BE,BEL
americas,Panama,849.0,32.9,78842.0,1818,PA,PAN
americas,United States,2259.0,39.41,9605062.0,1818,US,USA
americas,Colombia,965.0,32.0,1206000.0,1818,CO,COL
europe,Latvia,767.0,33.0,590588.0,1818,LV,LVA
asia,Lebanon,1098.0,29.7,332000.0,1818,LB,LBN
africa,Lesotho,397.0,32.8,276361.0,1818,LS,LSO
africa,Libya,1053.0,33.1,537344.0,1818,LY,LBY
europe,Turkey,1224.0,35.0,10043534.0,1818,TR,TUR
europe,Lithuania,1297.0,28.9,778655.0,1818,LT,LTU
europe,Ukraine,779.0,36.6,11215490.0,1818,UA,UKR
asia,Sri Lanka,900.0,32.6,1213000.0,1818,LK,LKA
africa,Mali,604.0,26.41,1403398.0,1818,ML,MLI
africa,Mauritania,529.0,32.0,382696.0,1818,MR,MRT
africa,Mauritius,943.0,28.7,91991.0,1818,MU,MUS
americas,Mexico,1383.0,26.9,6545303.0,1818,MX,MEX
americas,Antigua and Barbuda,759.0,33.54,37000.0,1818,AG,ATG
africa,Guinea-Bissau,779.0,32.0,218167.0,1818,GW,GNB
europe,Montenegro,1060.0,35.4,126582.0,1818,ME,MNE
africa,Morocco,717.0,33.1,2669818.0,1818,MA,MAR
africa,Mozambique,395.0,30.28,2084345.0,1818,MZ,MOZ
africa,Namibia,542.0,32.4,229000.0,1818,NA,NAM
europe,Spain,1522.0,29.5,12135998.0,1818,ES,ESP
asia,Nepal,656.0,32.8,3881000.0,1818,NP,NPL
asia,Oman,918.0,32.3,318000.0,1818,OM,OMN
europe,Norway,1315.0,46.75,959345.0,1818,NO,NOR
africa,Senegal,498.0,25.2,1009886.0,1818,SN,SEN
americas,Aruba,835.0,34.42,19286.0,1818,AW,ABW
asia,Papua New Guinea,548.0,31.5,754894.0,1818,PG,PNG
africa,Zimbabwe,889.0,33.7,1085814.0,1819,ZW,ZWE
asia,Vanuatu,587.0,24.3,27791.0,1819,VU,VUT
americas,Uruguay,1763.0,32.9,55000.0,1819,UY,URY
europe,United Kingdom,3195.0,40.52,15951369.0,1819,GB,GBR
asia,Turkmenistan,964.0,24.0,367215.0,1819,TM,TKM
africa,Tunisia,718.0,1.5,874347.0,1819,TN,TUN
asia,Thailand,934.0,30.4,4665000.0,1819,TH,THA
asia,Tajikistan,560.0,24.24,466629.0,1819,TJ,TJK
africa,Togo,684.0,31.3,445985.0,1819,TG,TGO
europe,Switzerland,2709.0,38.0,1977680.0,1819,CH,CHE
americas,Trinidad and Tobago,1234.0,32.9,60000.0,1819,TT,TTO
americas,Suriname,1641.0,32.9,80721.0,1819,SR,SUR
africa,Sudan,520.0,31.4,4095695.0,1819,SD,SDN
asia,Sri Lanka,901.0,32.6,1213000.0,1819,LK,LKA
africa,South Sudan,509.0,26.67,1053497.0,1819,SS,SSD
africa,South Africa,1484.0,33.5,1544350.0,1819,ZA,ZAF
africa,Zambia,694.0,32.6,747000.0,1819,ZM,ZMB
europe,Slovenia,1413.0,36.6,469664.0,1819,SI,SVN
asia,Singapore,1024.0,29.1,30000.0,1819,SG,SGP
africa,Sierra Leone,736.0,25.1,794264.0,1819,SL,SLE
europe,Serbia,1362.0,35.5,2147197.0,1819,RS,SRB
africa,Sao Tome and Principe,881.0,31.0,22731.0,1819,ST,STP
asia,Tonga,664.0,28.2,18588.0,1819,TO,TON
africa,Rwanda,442.0,31.8,928368.0,1819,RW,RWA
europe,Romania,818.0,35.7,6339239.0,1819,RO,ROU
asia,Qatar,1178.0,30.8,14092.0,1819,QA,QAT
americas,Puerto Rico,1379.0,30.43,242348.0,1819,PR,PRI
americas,Guyana,1217.0,31.12,166034.0,1819,GY,GUY
europe,Luxembourg,1457.0,36.9,127030.0,1819,LU,LUX
europe,Greece,1417.0,36.6,2303679.0,1819,GR,GRC
asia,Samoa,1404.0,25.4,47147.0,1819,WS,WSM
europe,Germany,1874.0,38.37,24799995.0,1819,DE,DEU
asia,Solomon Islands,364.0,25.1,56998.0,1819,SB,SLB
europe,Finland,1288.0,35.03,1158599.0,1819,FI,FIN
americas,Ecuador,531.0,32.9,500000.0,1819,EC,ECU
africa,Egypt,793.0,33.0,4196462.0,1819,EG,EGY
europe,France,1872.0,37.25,31152414.0,1819,FR,FRA
americas,Canada,1482.0,39.03,806494.0,1819,CA,CAN
asia,Pakistan,1019.0,25.8,13624135.0,1819,PK,PAK
europe,Denmark,2085.0,45.26,1150190.0,1819,DK,DNK
europe,Iceland,929.0,36.82,61428.0,1819,IS,ISL
africa,Equatorial Guinea,365.0,29.8,80377.0,1819,GQ,GNQ
africa,Somalia,706.0,29.4,999573.0,1819,SO,SOM
americas,Costa Rica,777.0,30.21,62429.0,1819,CR,CRI
europe,Cyprus,856.0,38.5,184768.0,1819,CY,CYP
africa,Malawi,351.0,30.3,737000.0,1819,MW,MWI
africa,Comoros,710.0,32.1,56346.0,1819,KM,COM
asia,China,985.0,32.0,377789247.0,1819,CN,CHN
americas,Chile,1029.0,32.0,771447.0,1819,CL,CHL
europe,Poland,1304.0,35.9,10378104.0,1819,PL,POL
europe,Albania,669.0,35.4,435632.0,1819,AL,ALB
europe,Belarus,614.0,36.2,2355081.0,1819,BY,BLR
africa,Uganda,465.0,25.3,2101397.0,1819,UG,UGA
americas,Bahamas,1449.0,35.18,27350.0,1819,BS,BHS
asia,Malaysia,1000.0,30.6,287000.0,1819,MY,MYS
africa,Madagascar,574.0,30.5,1675715.0,1819,MG,MDG
americas,Barbados,916.0,32.12,81729.0,1819,BB,BRB
americas,Belize,580.0,26.5,25526.0,1819,BZ,BLZ
africa,Nigeria,881.0,30.4,12100855.0,1819,NG,NGA
asia,Myanmar,842.0,30.8,3506000.0,1819,MM,MMR
asia,Jordan,979.0,31.7,217000.0,1819,JO,JOR
africa,Chad,419.0,30.9,1432000.0,1819,TD,TCD
europe,Portugal,1689.0,35.6,3283295.0,1819,PT,PRT
americas,Nicaragua,976.0,25.4,219387.0,1819,NI,NIC
africa,Guinea,451.0,29.7,983959.0,1819,GN,GIN
americas,Cuba,1077.0,34.7,593794.0,1819,CU,CUB
asia,Maldives,845.0,32.65,42378.0,1819,MV,MDV
africa,Angola,671.0,26.98,1567028.0,1819,AO,AGO
africa,Central African Republic,425.0,30.0,479444.0,1819,CF,CAF
asia,Afghanistan,604.0,28.02,3280000.0,1819,AF,AFG
africa,Burkina Faso,481.0,29.2,1665421.0,1819,BF,BFA
europe,Armenia,515.0,34.0,413326.0,1819,AM,ARM
europe,Austria,1995.0,34.4,3360635.0,1819,AT,AUT
europe,Georgia,544.0,31.87,1072178.0,1819,GE,GEO
asia,Bangladesh,875.0,25.5,19960641.0,1819,BD,BGD
europe,Sweden,1449.0,36.97,2545315.0,1819,SE,SWE
asia,Uzbekistan,504.0,26.93,1919159.0,1819,UZ,UZB
americas,El Salvador,977.0,28.7,248000.0,1819,SV,SLV
asia,Saudi Arabia,857.0,32.1,2091000.0,1819,SA,SAU
americas,Brazil,1112.0,32.0,4459088.0,1819,BR,BRA
africa,Ghana,707.0,28.0,2016034.0,1819,GH,GHA
asia,Timor-Leste,541.0,28.95,137262.0,1819,TL,TLS
europe,Bosnia and Herzegovina,670.0,35.1,851806.0,1819,BA,BIH
asia,Iraq,972.0,31.2,1092190.0,1819,IQ,IRQ
africa,Botswana,398.0,33.6,121000.0,1819,BW,BWA
asia,Israel,882.0,32.0,209954.0,1819,IL,ISR
africa,Gabon,391.0,30.6,158227.0,1819,GA,GAB
europe,Estonia,959.0,42.32,334136.0,1819,EE,EST
americas,Argentina,1512.0,33.2,534000.0,1819,AR,ARG
africa,Ethiopia,524.0,29.7,2948990.0,1819,ET,ETH
europe,Greenland,394.0,33.87,9584.0,1819,GL,GRL
africa,Benin,598.0,31.0,636559.0,1819,BJ,BEN
asia,Cambodia,906.0,35.0,2090000.0,1819,KH,KHM
africa,Eritrea,534.0,30.2,205010.0,1819,ER,ERI
americas,Dominican Republic,669.0,29.9,89000.0,1819,DO,DOM
asia,New Zealand,660.0,34.05,100000.0,1819,NZ,NZL
asia,Bhutan,631.0,28.8,89989.0,1819,BT,BTN
africa,Mauritius,943.0,28.7,93957.0,1819,MU,MUS
africa,Burundi,425.0,31.5,899097.0,1819,BI,BDI
africa,Niger,447.0,30.8,1244861.0,1819,NE,NER
asia,Yemen,925.0,23.39,2593000.0,1819,YE,YEM
africa,Gambia,822.0,28.8,103274.0,1819,GM,GMB
africa,Cameroon,628.0,28.75,1860054.0,1819,CM,CMR
americas,Paraguay,837.0,35.5,143000.0,1819,PY,PRY
asia,Bahrain,1340.0,30.3,64474.0,1819,BH,BHR
americas,Grenada,961.0,31.4,29409.0,1819,GD,GRD
europe,Azerbaijan,778.0,29.17,879960.0,1819,AZ,AZE
asia,Mongolia,594.0,31.8,619000.0,1819,MN,MNG
asia,United Arab Emirates,1071.0,30.7,40153.0,1819,AE,ARE
europe,Bulgaria,1092.0,36.64,2176829.0,1819,BG,BGR
americas,Guatemala,860.0,25.8,587327.0,1819,GT,GTM
asia,Australia,851.0,34.05,334831.0,1819,AU,AUS
africa,Guinea-Bissau,779.0,32.0,218167.0,1819,GW,GNB
europe,Ireland,1451.0,38.3,4997941.0,1819,IE,IRL
americas,Honduras,676.0,33.9,134732.0,1819,HN,HND
europe,Malta,784.0,28.7,134072.0,1819,MT,MLT
asia,Fiji,787.0,26.1,134634.0,1819,FJ,FJI
europe,Hungary,1253.0,36.0,4111022.0,1819,HU,HUN
africa,Seychelles,853.0,37.0,12522.0,1819,SC,SYC
africa,Senegal,499.0,25.2,1009886.0,1819,SN,SEN
americas,Peru,1207.0,35.7,1316857.0,1819,PE,PER
asia,India,1050.0,25.44,175003918.0,1819,IN,IND
africa,Djibouti,799.0,29.9,22848.0,1819,DJ,DJI
asia,Indonesia,997.0,30.0,16928835.0,1819,ID,IDN
africa,Mozambique,395.0,30.28,2090164.0,1819,MZ,MOZ
africa,Libya,1053.0,33.1,537672.0,1819,LY,LBY
europe,Italy,2474.0,29.69,20106055.0,1819,IT,ITA
americas,Jamaica,1174.0,34.2,401000.0,1819,JM,JAM
africa,Algeria,734.0,28.82,2679392.0,1819,DZ,DZA
asia,Japan,1078.0,36.41,30964332.0,1819,JP,JPN
africa,Liberia,799.0,31.1,313543.0,1819,LR,LBR
asia,Kazakhstan,1166.0,26.2,2041282.0,1819,KZ,KAZ
africa,Kenya,906.0,25.5,2574000.0,1819,KE,KEN
asia,Kiribati,560.0,24.9,17876.0,1819,KI,KIR
asia,Kuwait,1178.0,26.0,81280.0,1819,KW,KWT
europe,Belgium,2419.0,40.15,3418565.0,1819,BE,BEL
americas,Panama,850.0,32.9,78842.0,1819,PA,PAN
americas,United States,2255.0,39.41,9790987.0,1819,US,USA
americas,Colombia,965.0,32.0,1206000.0,1819,CO,COL
europe,Latvia,768.0,33.0,590588.0,1819,LV,LVA
asia,Lebanon,1098.0,29.7,332000.0,1819,LB,LBN
africa,Lesotho,397.0,32.8,276361.0,1819,LS,LSO
europe,Turkey,1225.0,35.0,10058756.0,1819,TR,TUR
europe,Lithuania,1299.0,28.9,778655.0,1819,LT,LTU
europe,Ukraine,780.0,36.6,11215490.0,1819,UA,UKR
africa,Mali,604.0,26.41,1403398.0,1819,ML,MLI
africa,Mauritania,529.0,32.0,382696.0,1819,MR,MRT
americas,Haiti,635.0,29.0,723000.0,1819,HT,HTI
americas,Mexico,1383.0,26.9,6566118.0,1819,MX,MEX
americas,Antigua and Barbuda,759.0,33.54,37000.0,1819,AG,ATG
europe,Montenegro,1060.0,35.4,126582.0,1819,ME,MNE
africa,Morocco,717.0,33.1,2679392.0,1819,MA,MAR
africa,Namibia,542.0,32.4,229000.0,1819,NA,NAM
europe,Spain,1522.0,29.5,12169453.0,1819,ES,ESP
asia,Nepal,656.0,32.8,3881000.0,1819,NP,NPL
europe,Netherlands,3645.0,39.86,2329012.0,1819,NL,NLD
asia,Oman,918.0,32.3,318000.0,1819,OM,OMN
europe,Norway,1318.0,45.78,964658.0,1819,NO,NOR
americas,Aruba,835.0,34.42,19286.0,1819,AW,ABW
asia,Papua New Guinea,548.0,31.5,754894.0,1819,PG,PNG
asia,Philippines,965.0,30.9,1894389.0,1819,PH,PHL
africa,Zimbabwe,890.0,33.7,1085814.0,1820,ZW,ZWE
africa,Zambia,696.0,32.6,747000.0,1820,ZM,ZMB
asia,Vanuatu,587.0,24.3,27791.0,1820,VU,VUT
americas,Uruguay,1763.0,32.9,55000.0,1820,UY,URY
europe,United Kingdom,3403.0,41.31,16186397.0,1820,GB,GBR
africa,Uganda,465.0,25.3,2101397.0,1820,UG,UGA
asia,Turkmenistan,965.0,24.0,367215.0,1820,TM,TKM
europe,Turkey,1225.0,35.0,10074000.0,1820,TR,TUR
africa,Tunisia,718.0,6.5,875000.0,1820,TN,TUN
asia,Thailand,934.0,30.4,4665000.0,1820,TH,THA
asia,Tajikistan,561.0,24.24,466629.0,1820,TJ,TJK
africa,Togo,684.0,31.3,445985.0,1820,TG,TGO
europe,Switzerland,2709.0,38.0,1986000.0,1820,CH,CHE
americas,Trinidad and Tobago,1234.0,32.9,60000.0,1820,TT,TTO
americas,Suriname,1641.0,32.9,80721.0,1820,SR,SUR
africa,Sudan,520.0,31.4,4101110.0,1820,SD,SDN
asia,Sri Lanka,901.0,32.6,1213000.0,1820,LK,LKA
africa,South Sudan,509.0,26.67,1054890.0,1820,SS,SSD
africa,South Africa,1484.0,33.5,1550000.0,1820,ZA,ZAF
europe,Slovenia,1413.0,36.6,469664.0,1820,SI,SVN
asia,Singapore,1024.0,30.08,30000.0,1820,SG,SGP
africa,Sierra Leone,736.0,25.1,794264.0,1820,SL,SLE
europe,Serbia,1362.0,35.5,2147197.0,1820,RS,SRB
africa,Sao Tome and Principe,882.0,31.0,22731.0,1820,ST,STP
